Time_number,Date,Agric,Food ,FabPr,Mach ,ElcEq,Autos,Guns ,Gold ,Mines,Coal 
6797,11/07/1990,0.01960653,0.009752291,0.004589452,0.014593002,0.017938145,0.013212331,0.010148331,0.034787825,0.011829752,-0.011870173
6798,12/07/1990,0.075942004,0.0009995,0.01064316,0.001798382,0.017250353,0.006677655,0.008166563,0.034787825,0.003493889,0.01439588
6799,13/07/1990,-0.003606496,0.001299156,0.001299156,0.004788517,-0.001801622,0.005087039,0.001798382,0.000699755,0.001399021,0.021761492
6800,16/07/1990,-0.017858518,-0.001901807,-0.001801622,0.002895803,-0.004008021,-0.001801622,0,0.006379607,-0.008334637,-0.020202707
6801,17/07/1990,-0.004108428,-0.008334637,-0.000300045,-0.005113049,-0.005414633,-0.007024615,-0.007830579,-0.006018072,-0.008233805,-0.010555514
6802,18/07/1990,0.005584378,0.001498876,-0.027988037,-0.002302649,0.003493889,0.010445258,0.004191205,0.016857117,0.00079968,0.002197584
6803,19/07/1990,0.001099395,-0.004811557,-0.003205131,-0.008032172,-0.013591954,-0.01065658,-0.010858743,-0.01095984,-0.00250313,0.004489905
6804,20/07/1990,-0.017146159,-0.020610954,-0.030562306,-0.020713042,-0.019794627,-0.016841017,-0.028811082,0.031789322,-0.004610613,-0.03978087
6805,23/07/1990,0.001998003,0.008959741,-0.002202424,-0.00020002,0.001099395,-0.009444459,-0.01065658,-0.011870173,0.008364916,-0.001901807
6806,24/07/1990,0.008860628,0.003194891,-0.008939842,-0.002803927,0.005982072,-0.000900405,-0.024190239,0.020586634,0.024790169,-0.001100605
6807,25/07/1990,0.010841023,-0.012275031,0.009157938,-0.00250313,-0.004208845,-0.009949331,-0.001901807,-0.010555514,-0.008838949,0.003194891
6808,26/07/1990,0.002297359,-0.009242581,-0.009545413,-0.011263192,-0.011667805,0.001698557,-0.005012542,0.007670506,-0.005414633,0.01093994
6809,27/07/1990,-0.007024615,0.007472015,-0.007125325,0.006180859,0.004987542,0.002097798,0.011632084,0.008761506,-0.008032172,-0.001901807
6810,30/07/1990,0.004788517,0.00039992,0.009653257,-0.004912044,-0.008939842,-0.01065658,-0.001300846,0.01813457,-0.00080032,0.005783245
6811,31/07/1990,0.008464078,-0.001400981,-0.008637193,-0.00250313,0.002796087,-0.01582455,-0.005816885,0.014691549,0.002696362,-0.007326775
6812,01/08/1990,-0.006621876,-0.018062143,-0.022654691,-0.007830579,-0.019794627,-0.02891401,0.006677655,0.027906953,0.009653257,0.034014879
6813,02/08/1990,-0.017349638,-0.01582455,-0.050767117,-0.02081514,-0.01349059,-0.01399751,-0.005213567,-0.020917248,-0.014504686,-0.005012542
6814,03/08/1990,-0.047930534,-0.042907501,-0.050241216,-0.035316345,-0.053295297,-0.039052727,-0.031387473,0.006876304,-0.031593872,-0.006923915
6815,06/08/1990,0.005882663,0.010544214,0.015873349,-0.012477522,0.012817504,-0.019998647,0.003693172,0.007670506,-0.008032172,-0.003506139
6816,07/08/1990,0.024204689,0.015774919,0.01960653,0.013409687,0.008860628,0.012817504,0.014888612,-0.010151351,0.010841023,-0.003205131
6817,08/08/1990,0.01232375,0.015282624,0.000699755,0.007769737,0.005286004,-0.001300846,0.003194891,-0.003506139,-0.003004509,-0.003807238
6818,09/08/1990,-0.009949331,-0.013896105,0.006677655,-0.013896105,-0.021836695,-0.014809116,-0.01065658,0.042101176,-0.008334637,0.007868958
6819,10/08/1990,0.013607003,0.009554213,-0.006118681,0.003792798,0.009257021,-0.002603386,0.002197584,0.038162461,-0.000300045,0.006975614
6820,13/08/1990,0.017250353,0.009356095,0.012521281,0.000299955,-0.005113049,0.011236632,0.005882663,-0.01572296,0.01350835,0.021467907
6821,14/08/1990,-0.003706862,0.009554213,0.008662373,-0.005012542,-0.009040745,-0.000300045,-0.003907625,-0.006319929,0.003294567,-0.008032172
6822,15/08/1990,-0.013186562,-0.029222859,-0.026960182,-0.027473977,-0.019692633,-0.034902052,-0.04845522,0.030529205,-0.006420568,-0.014098924
6823,16/08/1990,-0.026960182,-0.014098924,-0.039989008,-0.021530119,-0.014809116,-0.019488677,-0.02706292,-0.004208845,-0.019896632,-0.025933382
6824,17/08/1990,0.001698557,-0.005012542,-0.008132983,-0.003405793,-0.003506139,-0.002402885,-0.0062193,-0.007830579,-0.017756722,-0.019896632
6825,20/08/1990,-0.020713042,-0.018775155,-0.021121497,-0.023370986,-0.026549335,-0.029531803,-0.040717833,-0.018978967,-0.013896105,-0.005716307
6826,21/08/1990,-0.019794627,-0.018978967,-0.034798506,-0.023370986,-0.023678127,-0.002803927,0.010841023,0.004091618,-0.003807238,-0.008838949
6827,22/08/1990,-0.061981792,-0.032213322,-0.023166278,-0.032833157,-0.028193734,-0.026549335,-0.020508877,-0.008939842,-0.03035612,-0.027782381
6828,23/08/1990,0.019998687,0.024692613,0.026739297,0.022348404,0.040949986,0.026057534,-0.007125325,-0.025010163,0.009058844,-0.022143365
6829,24/08/1990,0.016955441,0.037873652,0.021272135,0.029073247,0.033628181,0.036331929,0.045260131,-0.078934988,0.020978406,0.01557803
6830,27/08/1990,-0.009141658,0.000699755,0.033047854,0.007074914,-0.009343515,0.019802627,0.003693172,0.006180859,0.001998003,-0.003907625
6831,28/08/1990,0.025375306,0.013705647,0.016463726,0.001898197,-0.000900405,0.004191205,0.012521281,0.003693172,-0.002402885,-0.018163971
6832,29/08/1990,-0.001901807,-0.019386714,-0.007629027,-0.010555514,-0.013287894,-0.025625548,-0.007830579,-0.032316601,0.000499875,-0.035627178
6833,30/08/1990,-0.003305457,0.009950331,0.007571265,0.010346292,0.003593536,0.010049336,0.010346292,-0.009646377,-0.00060018,0.017446914
6834,31/08/1990,0.006578315,0.002197584,-0.005314095,0.00249688,-0.009949331,-0.011263192,0.011434378,-0.005615739,-0.005816885,-0.005716307
6835,04/09/1990,0.036428357,0.005584378,0.012521281,0.008265744,-0.013591954,-0.0062193,-0.008637193,0.014790085,-0.002302649,0.003095205
6836,05/09/1990,-0.011060947,-0.012376271,-0.014301785,-0.009545413,-0.004610613,-0.016434306,-0.000900405,-0.007125325,-0.010555514,0.019116117
6837,06/09/1990,0.007472015,0.011829752,-0.002302649,0.009257021,0.007769737,0.010841023,0.020488666,-0.014504686,0.001498876,0.01498713
6838,07/09/1990,-0.005414633,-0.00060018,0.004888034,-0.003405793,0.005087039,-0.001901807,0.004290781,-0.039572775,-0.002904213,0.013113639
6839,10/09/1990,0.004688989,0.00249688,-0.021019367,-0.010757657,0.014691549,0.00019998,0.007472015,0.005882663,0.002097798,-0.000300045
6840,11/09/1990,0.014888612,0.003294567,0.009058844,-0.000500125,-0.002703652,0.006578315,0.006975614,-0.004811557,0.001498876,0.017250353
6841,12/09/1990,-0.02306394,-0.010050336,-0.010151351,-0.006823225,-0.022654691,-0.01065658,-0.00250313,-0.002002003,0.005683816,-0.002703652
6842,13/09/1990,-0.0062193,-0.007326775,-0.005012542,-0.020304753,-0.01399751,-0.011060947,-0.010555514,0.020586634,-0.00080032,0.030238183
6843,14/09/1990,-0.002302649,0.002696362,0.00059982,-0.00040008,-0.005515181,-0.004510155,0.009058844,0.025667747,-0.004309272,0.027809701
6844,17/09/1990,-0.013794711,0.001998003,0.005982072,-0.004208845,-0.006420568,0.008959741,0.001498876,-0.017044435,0.001399021,0.008662373
6845,18/09/1990,-0.003305457,0.011137744,-0.014606152,-0.007326775,-0.033556784,-0.007729798,0.004290781,-0.016841017,0.003394233,-0.008032172
6846,19/09/1990,-0.026652031,-0.015418253,-0.011870173,-0.021325787,-0.010555514,-0.021427947,-0.01349059,-0.005716307,-0.020100672,-0.03448793
6847,20/09/1990,-0.018877056,-0.006923915,-0.012173801,-0.005414633,0.013113639,-0.002102208,0.013607003,0.014593002,-0.005917474,0.000299955
6848,21/09/1990,-0.019386714,-0.025010163,-0.037494204,-0.022347864,-0.024190239,-0.022347864,-0.028193734,0.053730322,-0.022654691,-0.00471108
6849,24/09/1990,-0.039572775,0.017053755,-0.013186562,0.008662373,0.017152059,0.003493889,-0.0010005,-0.003004509,0.007174204,-0.003305457
6850,25/09/1990,-0.032833157,-0.005917474,-0.029531803,-0.017756722,-0.012578782,-0.010555514,0.000699755,0.002197584,-0.004912044,-0.017654935
6851,26/09/1990,-0.020713042,-0.008536331,-0.032729825,-0.018163971,-0.053822807,-0.012578782,-0.008838949,-0.033660201,-0.002904213,-0.023473356
6852,27/09/1990,0.006578315,0.023130417,-0.007326775,0.021859334,0.046788161,-0.008435479,0.001498876,0.003992021,0.020880478,-0.00040008
6853,28/09/1990,0.024887716,0.039701367,0.022739487,0.00608147,0.029752958,0.01597177,0.019998687,-0.072570693,0.001598721,-0.015215166
6854,01/10/1990,0.025277807,0.006478966,0.017348638,0.015184135,-0.005615739,0.016168581,-0.003004509,0.001898197,-0.010252376,-0.019896632
6855,02/10/1990,-0.018571386,-0.00250313,0.001199281,-0.007326775,-0.021325787,-0.021121497,0.001598721,0.010445258,0.002197584,-0.00471108
6856,03/10/1990,-0.01349059,0.00608147,-0.007326775,-0.023268627,9.9995E-05,-0.001400981,0.006975614,-0.004610613,-0.01349059,-0.011060947
6857,04/10/1990,-0.017654935,-0.007024615,-0.005615739,-0.017146159,-0.001901807,0.017053755,0.010148331,-0.002904213,0.025277807,-0.002603386
6858,05/10/1990,0.003593536,0.003493889,-0.001501126,-0.010555514,0.00249688,0.008761506,0.011038847,-0.01501212,-0.003907625,0.007472015
6859,08/10/1990,-0.022143365,-0.029737818,-0.03128429,-0.025215249,-0.025215249,-0.042594398,-0.019182819,-0.028399475,-0.00793137,0.007273484
6860,09/10/1990,-0.021734492,-0.008032172,-0.019182819,-0.026857454,-0.014707629,-0.006521217,-0.018571386,-0.010353412,-0.013794711,-0.010757657
6861,10/10/1990,-0.021325787,-0.018265809,-0.019998647,-0.005716307,-0.014707629,-0.01095984,-0.030253043,-0.050661915,-0.019386714,-0.027576768
6862,11/10/1990,0.030626194,0.013212331,0.005982072,0.013902905,0.027809701,0.02264173,0.007372754,0.009653257,-0.011667805,-0.008536331
6863,12/10/1990,-0.011162065,0.010247316,-0.004811557,0.005882663,0.020292703,0.015676479,-0.012578782,-0.050030934,-0.010454458,-0.010050336
6864,15/10/1990,-0.005716307,-0.004510155,-0.012680053,-0.017960325,-0.042594398,-0.028296599,-0.030871664,-0.024087796,-0.018062143,-0.021427947
6865,16/10/1990,-0.002202424,-0.001400981,0.002397125,-0.008334637,0.014888612,-0.006722546,-0.018469516,0.01222497,-0.019080888,-0.006823225
6866,17/10/1990,0.021467907,0.026836654,0.032079893,0.016266972,0.0303352,0.01813457,0.01607018,0.01242252,0.014198719,0.006876304
6867,18/10/1990,0.016365354,0.025375306,0.009653257,0.021370026,0.017446914,0.027031339,0.050788167,-0.00020002,0.002097798,0.014888612
6868,19/10/1990,0.019312311,0.006280238,-0.003606496,0.00079968,-0.018062143,0.017348638,0.020782539,-0.003004509,-0.00020002,0.009356095
6869,22/10/1990,-0.005917474,-0.007024615,0.006578315,0.007074914,0.002895803,-0.008536331,-0.010151351,0.005087039,-0.005816885,-0.003405793
6870,23/10/1990,0.004191205,0.005982072,0.004489905,-0.000900405,-0.031181117,0.006776984,0.008166563,0.003892415,-0.015418253,0.00079968
6871,24/10/1990,0.001399021,-0.006018072,0.005385472,-0.018469516,-0.009848336,-0.006823225,-0.014098924,0.016562088,-0.012680053,0.011928571
6872,25/10/1990,-0.007427516,-0.020610954,-0.011263192,-0.017756722,-0.012983928,-0.029840842,-0.003405793,-0.019794627,-0.011060947,-0.005515181
6873,26/10/1990,-0.02809088,-0.011465478,-0.011768984,-0.0062193,0.003892415,-0.006621876,-0.006521217,-0.001100605,-0.015215166,-0.021836695
6874,29/10/1990,0.0009995,0.011137744,0.013311014,-0.004409708,0.025765208,-0.022756987,0.009058844,0.019704583,-0.029840842,-0.016434306
6875,30/10/1990,-0.000500125,-0.006420568,0.014888612,-0.001901807,-0.007326775,-0.000300045,0.0009995,-0.000100005,0.004290781,0.027323296
6876,31/10/1990,-0.005515181,0.008166563,-0.00080032,0.003992021,0.008662373,-0.000300045,0.015282624,0.008563231,-0.013389237,-0.004409708
6877,01/11/1990,0.029267498,0.009058844,0.015282624,0.031789322,0.014100124,0.001598721,0.004390348,-0.017044435,0.00079968,-0.005113049
6878,02/11/1990,-0.00020002,0.009257021,0.01212618,0.008860628,0.016758784,0.008265744,-0.014606152,0.017839918,0.001399021,-0.010555514
6879,05/11/1990,0.013014937,-0.005917474,0.008860628,-0.004208845,-0.011162065,0.000699755,0.013311014,0.008166563,-0.004610613,-0.009141658
6880,06/11/1990,0.011928571,-0.01582455,-0.012275031,-0.012983928,-0.024600117,-0.020713042,-0.010454458,-0.007125325,-0.001901807,0.007769737
6881,07/11/1990,-0.012477522,0.003194891,-0.006319929,0.007670506,-0.001901807,0.00796817,0.003294567,0.007769737,-0.004912044,0.004788517
6882,08/11/1990,0.013212331,0.021174235,0.028004196,0.028198654,0.030238183,0.024399887,0.034014879,-0.007528266,0.015676479,0.014691549
6883,09/11/1990,0.025667747,0.014593002,0.025472796,0.022152805,0.027712439,0.028393075,0.004091618,-0.01136433,0.00039992,0.000299955
6884,12/11/1990,0.002197584,-0.010454458,-0.005213567,-0.003606496,0.000499875,0.002696362,0.006578315,0.008761506,0.016365354,0.006379607
6885,13/11/1990,0.012718772,0.008959741,0.015774919,0.010841023,-0.001801622,0.026739297,-0.000700245,-0.02583076,0.009157938,-0.013287894
6886,14/11/1990,-0.007024615,-0.009747351,-0.006420568,-0.01136433,-0.002402885,-0.020100672,-0.000700245,-0.007427516,0.009157938,-0.017960325
6887,15/11/1990,-0.007830579,-0.000700245,0.010841023,-0.005615739,0.003792798,-0.012983928,0.025765208,-0.01136433,0.008959741,0.01232375
6888,16/11/1990,0.018036362,0.01064316,0.00249688,0.002895803,0.00249688,0.004888034,0.019998687,0.001199281,0.010148331,-0.012173801
6889,19/11/1990,0.005087039,-0.007427516,-0.008637193,-0.009646377,-0.029840842,-0.015621381,-0.0216323,-0.02583076,-0.011060947,-0.012983928
6890,20/11/1990,0.000299955,0.001399021,0.004987542,0.0009995,0.006280238,-0.005213567,-0.003807238,-0.002102208,-0.005615739,-0.030665414
6891,21/11/1990,-0.000900405,-0.001701447,-0.008334637,-0.01065658,-0.002202424,-0.005515181,0.00039992,0.01232375,-0.002102208,-0.0010005
6892,23/11/1990,-0.022041131,0.006776984,0.000499875,-0.002202424,-0.005012542,0.008761506,0.01093994,0.001498876,-0.008838949,-0.000900405
6893,26/11/1990,0.01133551,9.9995E-05,0.027906953,0.013409687,0,-0.004309272,0.00059982,-0.001501126,0.008364916,0.01242252
6894,27/11/1990,-0.002202424,0.001998003,0.003194891,0.005584378,-0.011263192,0.006578315,0.006379607,0.01202738,0.014888612,0.018036362
6895,28/11/1990,-0.007326775,-0.006923915,-0.005816885,-0.001601281,0.006677655,-0.009646377,-0.010757657,-0.003506139,0.001698557,-0.004811557
6896,29/11/1990,0.002197584,0.014494446,0.014100124,0.020880478,0.02644717,0.00249688,0.014100124,-0.010555514,0.01093994,0.0009995
6897,30/11/1990,0.002895803,0.010346292,0.019116117,0.013113639,0.004489905,-0.001901807,-0.007125325,-0.023370986,-0.010353412,0.002097798
6898,03/12/1990,0.005882663,0.01093994,-0.007427516,-0.003205131,0.016463726,0.010346292,0.018429135,-0.002302649,-0.004912044,-0.00060018
6899,04/12/1990,0.002297359,0.008364916,0.007670506,0.013705647,0.022250609,0.008662373,0.000899595,-0.04019719,0.013902905,0.002596626
6900,05/12/1990,-0.00250313,-0.000700245,-0.005716307,0.004290781,0.007868958,0.000499875,-0.006621876,-0.004108428,-0.012882626,-0.013896105
6901,06/12/1990,0.013409687,0.00059982,-0.001300846,-0.002302649,0.00039992,-0.00793137,0.007372754,0.000499875,-0.008132983,0.018330957
6902,07/12/1990,0.004290781,0.003493889,-0.002202424,0.006876304,-0.00471108,0.008464078,-0.001300846,0.017250353,-0.001400981,-0.003305457
6903,10/12/1990,-0.01136433,-0.000100005,0.000699755,-0.009444459,-0.006319929,-0.018062143,-0.010050336,-0.015215166,0.011236632,-0.003807238
6904,11/12/1990,0.01133551,0.015676479,0.003792798,0.008464078,0.006478966,-0.012781334,-0.002603386,0.016955441,-0.007024615,-0.006018072
6905,12/12/1990,0.009752291,-0.00250313,0.006280238,0.007174204,-0.008032172,-0.016027761,-0.001400981,0.008166563,0.006280238,0.00059982
6906,13/12/1990,-0.081969563,-0.009949331,-0.009949331,-0.008435479,-0.011162065,-0.01959065,0.024399887,-0.001100605,-0.011870173,-0.001501126
6907,14/12/1990,0.026349775,-0.004008021,-0.01065658,-0.01399751,-0.004208845,0.01222497,0.006677655,0.003493889,-0.006018072,-0.001801622
6908,17/12/1990,0.004290781,0.011137744,-0.007528266,0.004888034,0.024887716,0.022250609,0.009157938,-0.002002003,0.018723614,0.000499875
6909,18/12/1990,-0.022041131,-0.003104815,9.9995E-05,0.011434378,-0.002302649,0.004489905,0.006180859,0.069712612,0.008166563,0.004987542
6910,19/12/1990,0.005982072,0.004191205,-0.007024615,0.003992021,0.012521281,-0.007830579,0.001698557,0.014888612,0.002696362,0.008067371
6911,20/12/1990,-0.002202424,-0.000300045,0.009058844,0.005783245,0.010841023,0.006876304,0.007571265,-0.010454458,-0.011870173,-0.012680053
6912,21/12/1990,-0.0062193,-0.003606496,-0.000900405,-0.002603386,-0.004510155,-0.002904213,-0.004409708,0.016365354,0.004091618,-0.005113049
6913,24/12/1990,0.00608147,0.002397125,0.001698557,0.004589452,-0.006319929,0.005186527,-0.00020002,0.006677655,-0.002703652,0.013607003
6914,26/12/1990,-0.003907625,-0.003706862,-0.004811557,-0.008132983,-0.004912044,-0.005012542,-0.005414633,-0.010252376,0.002197584,-0.012275031
6915,27/12/1990,0.004589452,-0.000900405,-0.001400981,0.004888034,0.001498876,0.002197584,0.005186527,0.056285811,0.008464078,0.023521195
6916,28/12/1990,0.011236632,0.009058844,0.013705647,0.003194891,0.0009995,-0.001801622,0.001798382,0.038258712,0.004888034,0.007472015
6917,31/12/1990,-0.00040008,-0.017247893,-0.00020002,-0.001501126,-0.015519812,-0.005515181,-0.0216323,-0.014301785,-0.002703652,-0.008738066
6918,02/01/1991,-0.003506139,-0.022143365,-0.007629027,-0.019794627,-0.017654935,-0.010252376,-0.017960325,-0.018163971,0.035077527,-0.017146159
6919,03/01/1991,0.006280238,-0.005917474,-0.007528266,-0.025010163,-0.006621876,-0.004510155,0.001598721,-0.028605257,0.007174204,0.00249688
6920,04/01/1991,-0.024907636,-0.018978967,-0.028193734,-0.017349638,-0.014910613,-0.02891401,-0.022143365,0.078441426,0.005683816,-0.004409708
6921,07/01/1991,-0.007125325,0.003792798,-0.0062193,0.00039992,0.009257021,9.9995E-05,-0.013794711,-0.013591954,-0.014809116,-0.009141658
6922,08/01/1991,-0.005414633,-0.008334637,-0.005113049,-0.00793137,-0.002102208,-0.012680053,-0.03376363,-0.019998647,-0.006018072,0.006776984
6923,09/01/1991,0.01202738,0.011434378,0.01960653,0.005783245,0.004688989,0.014100124,-0.00060018,-0.01136433,0.001299156,0.006280238
6924,10/01/1991,-0.002402885,0.002895803,0.003294567,-0.008132983,-0.001100605,0.00059982,0.02810143,0.008464078,0.007571265,-0.001200721
6925,11/01/1991,-0.007024615,-0.011060947,-0.009242581,-0.001501126,-0.002703652,-0.017451394,-0.008435479,0.015873349,-0.00471108,-0.010252376
6926,14/01/1991,-0.005314095,0.005982072,0.00059982,0.011829752,0.006180859,0.011632084,0.022934971,-0.004610613,-0.00793137,-0.003405793
6927,15/01/1991,0.009455159,0.005186527,0.00079968,0.003493889,0.005982072,0.010247316,0.002596626,-0.017349638,0.007868958,0.002995509
6928,16/01/1991,0.026252371,0.037777364,0.032273561,0.027225986,0.054961558,0.037873652,0.045546815,-0.102919054,0.00079968,0.016562088
6929,17/01/1991,-0.001100605,0.013014937,0.026934001,0.003992021,-0.000500125,0.009058844,0.022348404,0.011236632,0.008464078,-0.013794711
6930,18/01/1991,0.009356095,-0.002703652,-0.002402885,0.003095205,-0.006923915,-0.010151351,0.026252371,0.018232768,-0.005716307,-0.020610954
6931,21/01/1991,-0.00250313,0.00059982,-0.00080032,-0.002102208,-0.01136433,-0.008132983,0.010148331,0.009058844,0.005783245,-0.038429027
6932,22/01/1991,0.01557803,0.004589452,0.018429135,0.01607018,0.009157938,0.025570276,-0.00020002,-0.024600117,-0.003405793,0.011038847
6933,23/01/1991,0.027031339,0.014888612,0.037488444,0.021565778,0.016660441,0.002097798,0.005286004,-0.025112701,-0.008637193,0.010247316
6934,24/01/1991,0.001698557,0.001998003,0.005186527,0.009058844,0.01960653,-0.010555514,0.002097798,-0.005515181,-0.001100605,0.004290781
6935,25/01/1991,0.003294567,-0.00020002,-0.003907625,0.00796817,0.011632084,0.003593536,0.013705647,-0.008334637,0.02508278,-0.005012542
6936,28/01/1991,-0.000700245,-0.001501126,-0.026652031,0.008464078,0.00019998,0.013804281,-0.011667805,-0.004912044,0.015282624,-0.013287894
6937,29/01/1991,0.01242252,0.010049336,0.039028387,0.025472796,0.020684591,0.037103088,0.01400152,-0.028296599,0.016365354,0.013212331
6938,30/01/1991,0.003294567,0.006180859,0.01222497,0.008364916,0.029267498,0.013409687,0.003892415,0.005186527,0.00019998,0.031886189
6939,31/01/1991,-0.003205131,0.005783245,-0.020917248,-0.002803927,-0.002703652,0.003693172,-0.002102208,-0.001701447,0.005087039,-0.012072581
6940,01/02/1991,0.011038847,0.01597177,0.025277807,0.018527305,0.018429135,0.008860628,0.008959741,-0.031593872,0.01607018,0.021859334
6941,04/02/1991,0.017152059,-0.000300045,0.009058844,0.005982072,0.013409687,-0.004510155,0.012916225,0.001498876,0.017446914,0.010544214
6942,05/02/1991,0.006379607,0.019508466,0.017938145,0.013902905,0.010445258,0.009851316,0.012718772,0.033144599,0.0329511,0.046215424
6943,06/02/1991,0.008265744,-0.001601281,-0.004108428,-0.016535969,-0.024805119,0.000899595,-0.017247893,0.049932369,0.013113639,0.026057534
6944,07/02/1991,0.019312311,0.010445258,-0.012376271,0.004688989,0.004987542,0.029655885,0.006578315,0.000299955,-0.0062193,-0.010454458
6945,08/02/1991,0.017643435,0.023423515,0.026349775,0.0329511,0.019802627,0.010148331,0.00608147,-0.020100672,0.023130417,-0.001801622
6946,11/02/1991,0.006677655,-0.010858743,0.005087039,-0.000300045,0.001698557,-0.025215249,-0.007427516,0.029170377,0.000899595,0.021370026
6947,12/02/1991,0.01064316,0.007372754,0.000699755,0.004091618,0.01242252,0.011928571,-0.002703652,-0.0010005,-0.003606496,-0.021836695
6948,13/02/1991,-0.000500125,-0.006823225,-0.001601281,-0.01136433,-0.011060947,-0.012781334,-0.005917474,0.004788517,0.006975614,0.012916225
6949,14/02/1991,0.000499875,0.017839918,0.016266972,0.008364916,0.02849027,0.023325825,0.006478966,-0.0329365,-0.009444459,-0.024600117
6950,15/02/1991,-0.000100005,0.021076326,0.00249688,-0.001100605,0.001898197,-0.003305457,-0.003907625,-0.00471108,0.00059982,0.001598721
6951,19/02/1991,-0.019386714,-0.009343515,-0.009646377,-0.012477522,-0.013186562,-0.029531803,-0.009343515,0.002596626,-0.016332655,-0.0010005
6952,20/02/1991,0.006876304,0.01133551,-0.003506139,-0.00471108,-0.001601281,0.005087039,-0.012376271,-0.005213567,-0.003907625,-0.000900405
6953,21/02/1991,0.01439588,0.011038847,-0.008132983,0.013607003,0.014198719,-0.002202424,-0.017858518,-0.039468744,0.002796087,-0.001701447
6954,22/02/1991,-0.002002003,0.010544214,0.01439588,0.009554213,0.008662373,-0.000100005,0.016168581,0.012718772,0.011533236,0.009554213
6955,25/02/1991,-0.008536331,-0.01399751,-0.01308524,-0.007629027,-0.018571386,-0.006722546,-0.017247893,0.004091618,-0.005012542,-0.001200721
6956,26/02/1991,0.000299955,-0.00020002,0.01813457,0.020782539,0.011533236,0.034884402,0.015774919,0.011434378,0.01242252,0.013804281
6957,27/02/1991,0.01439588,0.00249688,0.003693172,0.004091618,-0.007830579,0.045546815,-0.004610613,0.044686518,0.013311014,0.035270614
6958,28/02/1991,0.003394233,0.003095205,0.012817504,0.007372754,0.013113639,0.008067371,0.009058844,0.006578315,0.007273484,-0.002703652
6959,01/03/1991,0.007273484,-0.001701447,0.003792798,0.002995509,-0.008032172,0.005584378,0.006677655,0.039028387,0.01400152,-0.0010005
6960,04/03/1991,0.014593002,0.023130417,0.01064316,0.02586266,0.011632084,0.023032699,0.021370026,-0.015418253,0.019508466,-0.004008021
6961,05/03/1991,0.002596626,-0.002803927,0.00249688,-0.007024615,-0.004811557,-0.001901807,0.004489905,0.014593002,0.016857117,0.027615167
6962,06/03/1991,-0.002302649,-0.00080032,0.000299955,-0.000500125,-0.003907625,-0.003205131,-0.001501126,-0.010454458,0.001998003,-0.008838949
6963,07/03/1991,-0.003205131,-0.001601281,-0.003305457,-0.008738066,-0.018673265,-0.004208845,0.005783245,0.040469933,-0.009646377,-0.004510155
6964,08/03/1991,-0.000300045,-0.000900405,-0.003405793,-0.004912044,0.016955441,-0.003706862,0.007472015,-0.020304753,0,0.007769737
6965,11/03/1991,-0.015926151,-0.008334637,-0.007729798,-0.016129382,-0.005816885,-0.007427516,-0.016535969,-0.003305457,-0.011566636,-0.000300045
6966,12/03/1991,0.011434378,0.012916225,0.016660441,0.00608147,0.018625464,0.013409687,0.004290781,0.020880478,-0.007830579,-0.008132983
6967,13/03/1991,0.003792798,-0.005515181,-0.000900405,0.001598721,-0.008939842,0.006280238,-0.000700245,-0.019692633,-0.005414633,-0.003706862
6968,14/03/1991,0.001798382,-0.00040008,-0.014910613,-0.013794711,0.002596626,0.001698557,0.00079968,-0.008738066,-0.006118681,0.009257021
6969,15/03/1991,-0.001501126,0.003394233,0.010841023,-0.006319929,0.001399021,-0.005615739,-0.004008021,-0.027268427,0.004091618,-0.022041131
6970,18/03/1991,-0.005515181,-0.002102208,-0.013591954,-0.010757657,-0.017756722,-0.021223636,-0.017451394,0.003493889,-0.010050336,-0.009040745
6971,19/03/1991,0.003792798,0.022934971,0.003892415,-0.000300045,-0.007528266,-0.021734492,0.004489905,-0.012173801,-0.013591954,0.00079968
6972,20/03/1991,-0.004912044,0.006478966,0.006876304,-0.011263192,-0.008032172,-0.006923915,-0.003405793,-0.001300846,0,0.006478966
6973,21/03/1991,0.004091618,0.007273484,-0.001300846,-0.004309272,0.002596626,0.006975614,0.009058844,-0.000100005,-0.004912044,-0.001801622
6974,22/03/1991,0.00608147,-0.01095984,0.005087039,0.006578315,0.008959741,0.000899595,0.017938145,-0.018062143,-0.007830579,0.009455159
6975,25/03/1991,-0.005414633,0.014593002,0.004091618,0.01064316,0.038643624,0.030917103,0.021272135,-0.011060947,-0.003004509,-0.019896632
6976,26/03/1991,0.008166563,0.001598721,0.017053755,-0.001400981,-0.008838949,-0.015418253,0.00019998,-0.001701447,0.007074914,-0.002202424
6977,27/03/1991,-0.004008021,-0.000500125,-0.004108428,-0.0010005,0.002397125,-0.010858743,-0.008939842,0.002197584,0.009058844,-0.010555514
6978,28/03/1991,0,-0.013896105,-0.007427516,-0.013389237,0.00059982,-0.016942721,-0.014098924,0.026252371,-0.001701447,0.009851316
6979,01/04/1991,0.017348638,0.032079893,0.01222497,0.017446914,0.02810143,0.027615167,0.01232375,-0.000700245,0.006280238,-0.003907625
6980,02/04/1991,-0.001801622,-0.002803927,0.011533236,-0.004208845,-0.005716307,-0.004912044,-0.004610613,0.01400152,0.007472015,0.009653257
6981,03/04/1991,0.002397125,0.007868958,-0.015113638,-0.00060018,0.006578315,-0.010757657,0.00548493,-0.008738066,0.002197584,-0.000100005
